# from: https://chisel.weirdgloop.org/
id,name,configName,exchangeable,members,stackable,values,examine,weight,actInv,actWorld,params,notedId,placeholderId,model,category
22237,null,cert_dragon_platebody_kit,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22236,-1,0,0
22239,Dragon kiteshield ornament kit,dragon_kiteshield_kit,TRUE,TRUE,0,5000,Use on a dragon kiteshield to make it look fancier!,500,Drop,Take,,22240,22241,12842,0
22240,null,cert_dragon_kiteshield_kit,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22239,-1,0,0
22242,Dragon platebody (g),dragon_platebody_gold,FALSE,TRUE,0,2000000,A Dragon platebody with a gold trim.,11339,"Wear, Dismantle",Take,"0, 0, 0, -30, -15, 109, 107, 97, -6, 106, 0",-1,22243,35103,7
22244,Dragon kiteshield (g),dragon_kiteshield_gold,FALSE,TRUE,0,1600000,An ancient and powerful looking Dragon Kiteshield with a gold trim.,6803,"Wield, Dismantle",Take,"0, 0, 0, -8, -2, 56, 60, 58, -1, 58, 0",-1,22245,35105,18
22246,Anguish ornament kit,anguish_kit,TRUE,TRUE,0,5000,Use on a necklace of anguish to make it look fancier!,500,Drop,Take,,22247,22248,34488,0
22247,null,cert_anguish_kit,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22246,-1,0,0
22249,Necklace of anguish (or),zenyte_necklace_ornament,FALSE,TRUE,0,202000,A deep sense of anguish burns within this powerful necklace.,10,"Wear, Dismantle",Take,"15, 2, 5, 3, 75",-1,22250,34485,0
22251,Oak shield,oak_shield,TRUE,TRUE,0,80,A solid oaken shield.,3175,"Wield, Drop",Take,"0, 0, 0, 0, 0, 5, 6, 4, 1, 5, 0",22252,22253,34493,18
22252,null,cert_oak_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22251,-1,0,0
22254,Willow shield,willow_shield,TRUE,TRUE,0,160,A solid willow shield.,3175,"Wield, Drop",Take,"0, 0, 0, 0, 0, 6, 7, 5, 2, 6, 0",22255,22256,34493,18
22255,null,cert_willow_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22254,-1,0,0
22257,Maple shield,maple_shield,TRUE,TRUE,0,320,A solid maple shield.,3175,"Wield, Drop",Take,"0, 0, 0, 0, 0, 7, 8, 6, 2, 7, 0",22258,22259,34493,18
22258,null,cert_maple_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22257,-1,0,0
22260,Yew shield,yew_shield,TRUE,TRUE,0,640,A solid yew shield.,3175,"Wield, Drop",Take,"0, 0, 0, 0, 0, 8, 9, 7, 3, 8, 0",22261,22262,34493,18
22261,null,cert_yew_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22260,-1,0,0
22263,Magic shield,magic_shield,TRUE,TRUE,0,1280,A solid magic wood shield.,3175,"Wield, Drop",Take,"0, 0, 0, 0, 0, 10, 13, 9, 3, 9, 0",22264,22265,34493,18
22264,null,cert_magic_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22263,-1,0,0
22266,Redwood shield,redwood_shield,TRUE,TRUE,0,1280,A solid redwood shield.,3175,"Wield, Drop",Take,"0, 0, 0, 0, 0, 12, 15, 11, 4, 10, 0",22267,22268,34493,18
22267,null,cert_redwood_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22266,-1,0,0
22269,Hard leather shield,leather_shield,TRUE,TRUE,0,500,A solid oaken shield covered in hard leather.,7000,"Wield, Drop",Take,"-15, -15, -11, -10, 2, 8, 7, 7, 5, 9, 0",22270,22271,34494,18
22270,null,cert_leather_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22269,-1,0,0
22272,Snakeskin shield,snakeskin_shield,TRUE,TRUE,0,920,A solid willow shield covered in snakeskin leather.,8000,"Wield, Drop",Take,"-15, -15, -11, -10, 3, 10, 9, 8, 7, 10, 0",22273,22274,34495,18
22273,null,cert_snakeskin_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22272,-1,0,0
22275,Green d'hide shield,green_dhide_shield,TRUE,TRUE,0,5500,A solid maple shield covered in green dragon leather.,8000,"Wield, Drop",Take,"-15, -15, -11, -10, 4, 14, 12, 11, 9, 11, 0",22276,22277,34495,18
22276,null,cert_green_dhide_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22275,-1,0,0
22278,Blue d'hide shield,blue_dhide_shield,TRUE,TRUE,0,7500,A solid yew shield covered in blue dragon leather.,8000,"Wield, Drop",Take,"-15, -15, -11, -10, 5, 16, 14, 12, 12, 12, 0",22279,22280,34495,18
22279,null,cert_blue_dhide_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22278,-1,0,0
22281,Red d'hide shield,red_dhide_shield,TRUE,TRUE,0,11000,A solid magic wood shield covered in red dragon leather.,8000,"Wield, Drop",Take,"-15, -15, -11, -10, 6, 18, 16, 14, 13, 13, 0",22282,22283,34495,18
22282,null,cert_red_dhide_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22281,-1,0,0
22284,Black d'hide shield,black_dhide_shield,TRUE,TRUE,0,28334,A solid redwood shield covered in black dragon leather.,8000,"Wield, Drop",Take,"-15, -15, -11, -10, 7, 21, 18, 16, 15, 14, 0",22285,22286,34495,18
22285,null,cert_black_dhide_shield,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22284,-1,0,0
22287,Leather shields flyer,leather_shield_info,FALSE,TRUE,0,1,Leather Shields - Resource information flyer' by William the Shield Master,10,"Read, Drop",Take,,-1,-1,10347,0
22288,Trident of the seas (e),tots_i_charged,FALSE,TRUE,0,98500,An enhanced weapon from the deep.,1814,"Wield, Check, Uncharge, Drop",Take,"15, 2, 3, 1, 15, 7, 4, 6, 75, Check, 4327",-1,22289,28232,1
22290,Uncharged trident (e),tots_i_uncharged,TRUE,TRUE,0,98000,"It needs to be charged with death runes, chaos runes, fire runes and coins.",1814,"Wield, Check, Drop",Take,"15, 2, 3, 1, 15, 7, 4, 6, 75, Check",22291,-1,28232,1
22291,null,cert_tots_i_uncharged,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22290,-1,0,0
22292,Trident of the swamp (e),toxic_tots_i_charged,FALSE,TRUE,0,108500,An enhanced toxic weapon from the deep.,1814,"Wield, Check, Uncharge, Drop",Take,"25, 2, 3, 1, 15, 7, 4, 6, 78, Check, 3, 4331",-1,22293,19223,1
22294,Uncharged toxic trident (e),toxic_tots_i_uncharged,TRUE,TRUE,0,108000,"It needs to be charged with death runes, chaos runes, fire runes and Zulrah's scales.",1814,"Wield, Check, Dismantle, Drop",Take,"25, 2, 3, 1, 15, 7, 4, 6, 78, Check",22295,-1,19226,1
22295,null,cert_toxic_tots_i_uncharged,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22294,-1,0,0
22296,Staff of light,staff_of_light,TRUE,TRUE,0,1000005,A ghastly weapon with evil origins combined with a holy light.,1500,"Wield, Drop",Take,"55, 70, 17, 3, 3, 17, 72, 1, 1, 150, 0, 6, 75, 75, 3",22297,22298,34518,1
22297,null,cert_staff_of_light,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22296,-1,0,0
22299,Ancient medallion,wild_cave_artifact_4000,TRUE,TRUE,0,4000000,"A mysterious artifact of ancient times, precious to emblem traders.",100,Drop,Take,,22300,22301,34501,1185
22300,null,cert_wild_cave_artifact_4000,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22299,-1,0,0
22302,Ancient effigy,wild_cave_artifact_8000,TRUE,TRUE,0,8000000,"A mysterious artifact of ancient times, very precious to emblem traders.",100,Drop,Take,,22303,22304,34504,1185
22303,null,cert_wild_cave_artifact_8000,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22302,-1,0,0
22305,Ancient relic,wild_cave_artifact_16000,TRUE,TRUE,0,16000000,"A mysterious artifact of ancient times, emblem traders will pay you extremely handsomely for this.",100,Drop,Take,,22306,22307,34505,1185
22306,null,cert_wild_cave_artifact_16000,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22305,-1,0,0
22308,Healer icon,osb5_silver_dust,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22309,Healer icon,osb5_gold_dust,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22310,Healer icon,osb5_silver_paint,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22311,Healer icon,osb5_gold_paint,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22312,Collector icon,osb5_gem,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22313,Collector icon,osb5_polished_gem,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22314,Collector icon,osb5_prop_sword,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22315,Collector icon,osb5_rod_net,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22316,Prop sword,osb5_sword,FALSE,FALSE,0,1,There's something strangely familiar about the sword.,453,"Wield, Destroy",Take,"-100, -100, -50, -10, 4, 1, Slash",-1,22317,34582,55
22318,Pet corporeal critter,corppet,FALSE,TRUE,0,1,A critter from the spirit realm.,15,Drop,Take,285,-1,-1,11056,0
22319,Tzrek-zuk,infernopet_zuk,FALSE,TRUE,0,1,Not quite so fearsome anymore.,15,Drop,Take,1893,-1,-1,34587,0
22320,Champion's lamp,champion_lamp,FALSE,TRUE,0,1,Sometimes that quiet feeling of accomplishment just isn't enough of a reward.,180,"Rub, Destroy",Take,1,-1,-1,3348,0
22321,Rotten cabbage,rotten_cabbage,FALSE,FALSE,0,1,Eww!,1814,"Control, Spectate, Info, Options, Drop",Take,,-1,-1,8195,15
22322,Avernic defender,infernal_defender,FALSE,TRUE,0,2500000,A defensive weapon.,453,"Wield, Dismantle, Drop",Take,"30, 29, 28, -5, -4, 30, 29, 28, -5, -4, 8, 0, 27, 0, 1, 70, 70, 5",-1,22476,35745,494
22323,Sanguinesti staff,sanguinesti_staff,FALSE,TRUE,0,5000000,A sacred staff imbued with the power of blood.,1500,"Wield, Check, Charge, Uncharge",Take,"25, -4, 2, 3, 1, 15, 7, 4, 6, 82, Check, 3, 4348",-1,22480,35744,1
22324,Ghrazi rapier,ghrazi_rapier,TRUE,TRUE,0,5000000,"A razor sharp rapier, smeared with vampyric blood.",1814,"Wield, Drop",Take,"94, 55, 0, 89, 4, 0, 80, 3",22483,22484,35739,25
22325,Scythe of vitur,scythe_of_vitur,FALSE,TRUE,0,4000000,A powerful scythe.,3175,"Wield, Check, Uncharge, Drop",Take,"70, 125, 30, -6, 0, -2, 8, 10, 0, 0, 75, 0, 0, 5, 0, 2, 80, 90, Check, 3",-1,22485,35742,1193
22326,Justiciar faceguard,justiciar_faceguard,TRUE,TRUE,0,2000000,"A helm that once belonged to a Justiciar, a loyal zealot of Saradomin.",2721,"Wear, Drop",Take,"-6, -2, 60, 63, 59, -6, 67, 2, 1, 1, 75, 0",22488,22489,35751,2
22327,Justiciar chestguard,justiciar_chestguard,TRUE,TRUE,0,6000000,"A Justiciar's chestguard. They once roamed the land casting judgements on wrongdoers, their decisions were never questioned.",9979,"Wear, Drop",Take,"-40, -20, 132, 130, 117, -16, 142, 4, 1, 1, 75, 4",22490,22491,35750,7
22328,Justiciar legguards,justiciar_leg_guards,TRUE,TRUE,0,4500000,A Justiciar's platelegs. Their once bright colours have since faded.,9071,"Wear, Drop",Take,"-31, -17, 95, 92, 93, -14, 102, 4, 1, 1, 75, 7",22492,22493,35752,8
22329,null,vampyrium_vambraces,FALSE,FALSE,0,1,,0,Drop,Take,,-1,-1,37278,0
22330,Deadman starter pack,deadman_starter_pack,FALSE,FALSE,0,500,Contains some useful supplies.,4000,"Open, Destroy",Take,1,-1,-1,7685,21
22331,Starter sword,deadman_starter_sword,FALSE,FALSE,0,500,A sword from a starter pack.,1814,"Wield, Destroy",Take,"5, 21, -2, 1, 20, 4, 1",-1,22332,49503,21
22333,Starter bow,deadman_starter_bow,FALSE,FALSE,0,500,A bow from a starter pack.,1360,"Wield, Check, Destroy",Take,"20, 7, 7, 4, 1, Check",-1,22334,49505,106
22335,Starter staff,deadman_starter_staff,FALSE,FALSE,0,500,A staff from a starter pack.,1814,"Wield, Check, Destroy",Take,"10, 2, 3, 1, 10, 6, 5, 1, Check",-1,22336,49504,1
22337,Collector icon,easter18_jam,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22338,Collector icon,easter18_treacle,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22339,Collector icon,easter18_syrup,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22340,Defender icon,easter18_honey,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22341,Defender icon,easter18_herb,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22342,Defender icon,easter18_idol_light,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22343,Defender icon,easter18_idol_chaos,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22344,Defender icon,easter18_idol_balance,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22345,Defender icon,easter18_chocolate,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22346,Attacker icon,easter18_nugget,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22347,Attacker icon,easter18_potion,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22348,Attacker icon,easter18_egg_mold,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22349,Attacker icon,easter18_little_egg,FALSE,FALSE,0,1,An icon.,1,"Equip, Drop",Take,1,-1,-1,20578,1318
22350,Null,easter18_kindling,FALSE,FALSE,0,1,null,150,Drop,Take,"1, 1",-1,-1,35126,15
22351,Eggshell platebody,easter18_eggshell_body,FALSE,FALSE,0,1,A chocolate shell reinforced with a thin layer of foil.,1000,"Wear, Destroy",Take,1,-1,22352,35161,7
22353,Eggshell platelegs,easter18_eggshell_legs,FALSE,FALSE,0,1,A chocolate shell reinforced with a thin layer of foil.,1000,"Wear, Destroy",Take,1,-1,22354,35160,8
22355,Holy handegg,easter18_handegg_light,FALSE,FALSE,0,1,A chocolate egg decorated in the colours of Saradomin.,250,"Hold, Drop",Take,,22356,22357,35126,1194
22356,null,cert_easter18_handegg_light,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22355,-1,0,0
22358,Peaceful handegg,easter18_handegg_balance,FALSE,FALSE,0,1,A chocolate egg decorated in the colours of Guthix.,250,"Hold, Drop",Take,,22359,22360,35126,1194
22359,null,cert_easter18_handegg_balance,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22358,-1,0,0
22361,Chaotic handegg,easter18_handegg_chaos,FALSE,FALSE,0,1,A chocolate egg decorated in the colours of Zamorak.,250,"Hold, Drop",Take,,22362,22363,35126,1194
22362,null,cert_easter18_handegg_chaos,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22361,-1,0,0
22364,Oculus orb,oculus,FALSE,FALSE,0,40,For seeing things that are there.,1,"Scry, Destroy",Take,,-1,-1,7512,0
22365,Certificate,shayzienquest_favour_scroll,FALSE,TRUE,0,50,It's a certificate.,10,"Read, Destroy",Take,1,-1,-1,2600,0
22366,null,shayzienquest_crystal_dummy,FALSE,TRUE,0,1,It's a cyan crystal.,1,Drop,Take,"1, 1",-1,-1,32502,0
22367,Certificate,veos_favour_scroll,FALSE,TRUE,0,50,It's a certificate.,10,"Read, Destroy",Take,1,-1,-1,2600,0
22368,Bryophyta's staff (uncharged),nature_staff_uncharged,TRUE,FALSE,0,65000,"It's a slightly magical stick. All natural, of course.",1500,"Wield, Check, Drop",Take,"10, -1, 40, 15, 0, 2, 3, 1, 15, 0, 50, 0, 0, 5, 26, 12, 62, Check",22369,-1,29029,1
22369,null,cert_nature_staff_uncharged,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22368,-1,0,0
22370,Bryophyta's staff,nature_staff_charged,FALSE,FALSE,0,65000,"It's a slightly more magical stick. All natural, of course.",1500,"Wield, Check, Uncharge, Drop",Take,"10, -1, 40, 15, 0, 2, 3, 1, 15, 0, 50, 0, 0, 5, 26, 6, 0, 30, 30, Check, 3, 4340",-1,22371,28613,1
22372,Bryophyta's essence,gb_moss_essence,TRUE,FALSE,0,7000,Ready to infuse a Battlestaff with the power of Nature.,1,Drop,Take,,22373,-1,29024,0
22373,null,cert_gb_moss_essence,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22372,-1,0,0
22374,Mossy key,mossy_key,FALSE,FALSE,1,1,"A key to the lair of Bryophyta, the Moss Giantess.",0,Drop,Take,,-1,22375,28612,0
22376,Puppadile,dogadilepet,FALSE,TRUE,0,1,A puppy of a mutated guardian of Xeric.,15,Drop,Take,1711,-1,22377,34598,0
22378,Tektiny,tektonpet,FALSE,TRUE,0,1,Xeric's former artisan's former helper.,15,Drop,Take,1711,-1,22379,34602,0
22380,Vanguard,vanguardpet,FALSE,TRUE,0,1,A very small member of Xeric's elite tactical unit.,15,Drop,Take,1711,-1,22381,34604,0
22382,Vasa minirio,vasapet,FALSE,TRUE,0,1,"The son of a former High Priest, fused with the rock and bound to the dark crystals.",15,Drop,Take,1711,-1,22383,34597,0
22384,Vespina,vespulapet,FALSE,TRUE,0,1,Princess of the Abyssal Vespine.,15,Drop,Take,1711,-1,22385,34605,0
22386,Metamorphic dust,raids_challenge_morph,FALSE,TRUE,0,1,Sparkly essence of Chambers of Xeric bosses. Use on Olmlet.,190,Drop,Take,,-1,22387,16962,0
22388,Xeric's guard,cox_challenge_cape_t1,FALSE,TRUE,0,400,Awarded for completing 100 Chambers of Xeric in challenge mode.,453,"Wear, Drop",Take,,-1,22389,35115,0
22390,Xeric's warrior,cox_challenge_cape_t2,FALSE,TRUE,0,400,Awarded for completing 500 Chambers of Xeric in challenge mode.,453,"Wear, Drop",Take,,-1,22391,35113,0
22392,Xeric's sentinel,cox_challenge_cape_t3,FALSE,TRUE,0,400,Awarded for completing 1000 Chambers of Xeric in challenge mode.,453,"Wear, Drop",Take,,-1,22393,35117,0
22394,Xeric's general,cox_challenge_cape_t4,FALSE,TRUE,0,400,Awarded for completing 1500 Chambers of Xeric in challenge mode.,453,"Wear, Drop",Take,,-1,22395,35116,0
22396,Xeric's champion,cox_challenge_cape_t5,FALSE,TRUE,0,400,Awarded for completing 2000 Chambers of Xeric in challenge mode.,453,"Wear, Drop",Take,,-1,22397,35114,0
22398,Ivandis flail,ivandis_flail,FALSE,TRUE,0,20000,A legendary flail.,1,"Wield, Bloom, Drop",Take,"24, 38, 62, 8, 4, 4, 2, 8, 42, 5, 5, 42, 1, 0, 40, Bloom, 4, 3",-1,22399,35323,1
22400,Drakan's medallion,drakans_medallion,FALSE,TRUE,0,200,An ancient medallion.,10,"Wear, Ver Sinhaza, Darkmeyer, Slepe, Drop",Take,"1, 1, Ver Sinhaza, Darkmeyer, Slepe, 4",-1,22401,35331,0
22402,Mysterious herb,myq4_herb,FALSE,TRUE,0,100,An unidentified herb.,7,Destroy,Take,"1, 1",-1,-1,2364,0
22403,Mysterious meat,myq4_meat,FALSE,TRUE,0,100,I can't tell what animal it came from.,7,Destroy,Take,"1, 1",-1,-1,2760,0
22404,Mysterious crushed meat,myq4_meat_crushed,FALSE,TRUE,0,100,I can't tell what animal it came from.,7,Destroy,Take,"1, 1",-1,-1,2742,0
22405,Vial of blood,myq4_blood_vial,FALSE,TRUE,0,100,A glass vial containing some blood. Yuck.,20,Destroy,Take,"1, 1",-1,-1,2789,0
22406,Unfinished blood potion,myq4_potion_unfinished,FALSE,TRUE,0,100,An unfinished potion made using blood.,20,Destroy,Take,"1, 1",-1,-1,2789,0
22407,Blood potion,myq4_potion,FALSE,TRUE,0,100,A strange potion made using blood.,20,Destroy,Take,"1, 1",-1,-1,2789,0
22408,Unfinished potion,myq4_potion_unfinished_water,FALSE,TRUE,0,100,An unfinished potion.,20,Destroy,Take,"1, 1",-1,-1,2789,0
22409,Potion,myq4_potion_water,FALSE,TRUE,0,100,A strange potion.,20,Destroy,Take,"1, 1",-1,-1,2789,0
22410,Old notes,myq4_notes,FALSE,TRUE,0,100,Hopefully they contain the information we need.,3,"Read, Destroy",Take,"1, 1",-1,-1,10137,0
22411,Old diary,myq4_serafina_book,FALSE,TRUE,0,1,A tatty old diary.,510,"Read, Drop",Take,,-1,22412,2633,0
22413,Flaygian's notes,myq4_flaygian_notes,FALSE,TRUE,0,100,Flaygian's final gift to us.,3,"Read, Destroy",Take,"1, 1",-1,-1,2633,0
22414,Chain,myq4_chain,FALSE,TRUE,0,100,Some solid chain.,3628,Destroy,Take,1,-1,-1,9532,0
22415,Tome of experience,myq4_xp_tome,FALSE,TRUE,0,1,"A tome of experience that awards 2,500 XP per chapter.",1000,"Read, Destroy",Take,"1, 1",-1,-1,18028,0
22416,The turncloak,slepe_book_sister1,FALSE,TRUE,0,1,An old book about war.,510,"Read, Drop",Take,,-1,22417,35311,0
22418,Explosive discovery,slepe_book_sister2,FALSE,TRUE,0,1,An old book about ballistics.,510,"Read, Drop",Take,,-1,22419,35310,0
22420,Bloody grimoire,slepe_book_sister3,FALSE,TRUE,0,1,An old book about potions.,510,"Read, Drop",Take,,-1,22421,35309,0
22422,Elixir of everlasting,slepe_manuscript_elixir,FALSE,TRUE,0,1,An ancient scroll about an ancient potion.,28,"Read, Drop",Take,,-1,22423,10137,0
22424,Buried alive,slepe_manuscript_buried_alive,FALSE,TRUE,0,1,An ancient scroll.,28,"Read, Drop",Take,,-1,22425,10137,0
22426,Deed,slepe_manuscript_crombwick_deed,FALSE,TRUE,0,1,An ancient deed.,28,"Read, Drop",Take,,-1,22427,10137,0
22428,Old key,slepe_church_key,FALSE,TRUE,0,1,An old key (Used to open a chest upstairs in Slepe church).,10,Drop,Take,,-1,22429,15497,0
22430,Bloody bracer,slepe_bloody_bracer,TRUE,TRUE,0,10,A coagulated concoction.,550,"Drink, Drop",Take,44,22431,22432,2491,0
22431,null,cert_slepe_bloody_bracer,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22430,-1,0,0
22433,Emerald sickle (b),silver_sickle_emerald,FALSE,TRUE,0,250,It's a blessed silver sickle with an emerald recessed into it.,1587,"Cast Bloom, Wield, Drop",Take,"0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 5, 0, 5, Bloom, 1",-1,22434,35335,21
22435,Enchanted emerald sickle (b),silver_sickle_enchanted,FALSE,TRUE,0,250,It's a blessed and enchanted silver sickle with an emerald recessed into it.,1587,"Cast Bloom, Wield, Drop",Take,"0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 5, 0, 5, Bloom, 1",-1,22436,35335,21
22437,Rotten carrot,rotten_carrot,FALSE,FALSE,0,1,Yuk!,1814,"Tele, Kill Bot, Kill Area, Drop",Take,,-1,-1,35340,15
22438,Justiciar armour set,set_justiciar_armour,TRUE,TRUE,0,145000,"A set containing a Justiciar faceguard, Justiciar chestguard and Justiciar legguards.",50,Drop,Take,,22439,22440,35754,1590
22439,null,cert_set_justiciar_armour,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22438,-1,0,0
22441,Avernic defender (broken),infernal_defender_broken,FALSE,TRUE,0,1,A defensive weapon.,453,Drop,Take,1,-1,22442,35745,494
22443,Cadantine blood potion (unf),cadantine_bloodvial,TRUE,TRUE,0,165,I need another ingredient to finish this blood potion.,56,"Empty, Drop",Take,"15, 80",22444,22445,2697,69
22444,null,cert_cadantine_bloodvial,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22443,-1,0,0
22446,Vial of blood,vial_blood,TRUE,TRUE,0,100,A glass vial containing blood.,100,"Empty, Drop",Take,,22447,22448,2789,69
22447,null,cert_vial_blood,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22446,-1,0,0
22449,Battlemage potion(4),4dosebattlemage,TRUE,TRUE,0,360,4 doses of battlemage potion.,135,"Drink, Empty, Drop",Take,"35, 1002",22450,22451,2789,69
22450,null,cert_4dosebattlemage,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22449,-1,0,0
22452,Battlemage potion(3),3dosebattlemage,TRUE,TRUE,0,270,3 doses of battlemage potion.,30,"Drink, Empty, Drop",Take,"15, 80, 35",22453,22454,2697,69
22453,null,cert_3dosebattlemage,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22452,-1,0,0
22455,Battlemage potion(2),2dosebattlemage,TRUE,TRUE,0,180,2 doses of battlemage potion.,30,"Drink, Empty, Drop",Take,35,22456,22457,2384,69
22456,null,cert_2dosebattlemage,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22455,-1,0,0
22458,Battlemage potion(1),1dosebattlemage,TRUE,TRUE,0,90,1 dose of battlemage potion.,30,"Drink, Empty, Drop",Take,35,22459,22460,2621,69
22459,null,cert_1dosebattlemage,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22458,-1,0,0
22461,Bastion potion(4),4dosebastion,TRUE,TRUE,0,360,4 doses of bastion potion.,135,"Drink, Empty, Drop",Take,"36, 1002",22462,22463,2789,69
22462,null,cert_4dosebastion,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22461,-1,0,0
22464,Bastion potion(3),3dosebastion,TRUE,TRUE,0,270,3 doses of bastion potion.,30,"Drink, Empty, Drop",Take,"15, 80, 36",22465,22466,2697,69
22465,null,cert_3dosebastion,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22464,-1,0,0
22467,Bastion potion(2),2dosebastion,TRUE,TRUE,0,180,2 doses of bastion potion.,30,"Drink, Empty, Drop",Take,36,22468,22469,2384,69
22468,null,cert_2dosebastion,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22467,-1,0,0
22470,Bastion potion(1),1dosebastion,TRUE,TRUE,0,90,1 dose of bastion potion.,30,"Drink, Empty, Drop",Take,36,22471,22472,2621,69
22471,null,cert_1dosebastion,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,22470,-1,0,0
22473,Lil' zik,verzikpet,FALSE,TRUE,0,1,What has eight legs and runs a Vampyric Theatre?,15,Drop,Take,3856,-1,22474,35753,0
22475,Message,tob_vampyre_message,FALSE,TRUE,0,1,A crumpled note.,10,"Read, Drop",Take,"1, 1",-1,-1,10137,0
